address,gen_descrip,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Số tầng,Mặt tiền,Đường vào
"['Hà Nội', 'Cầu Giấy', 'Phường Dịch Vọng', 'Đường Xuân Thủy']","
Cần bán gấp trước tết căn nhà quận Cầu Giấy 39m² 4 tầng 3 ngủ đầy đủ công năng cho 1 gia đình. Khu vực gần rất nhiều trường đại học như Sư Phạm, Quốc Gia, Báo chí, Thương Mại.. Khu sinh viên thuê nhiều, dân cư đông hàng xóm thân thiện an ninh tốt.Nhà ngõ to thoáng rộng gần ô tô. Nhà dân xây cực kỳ chắc chắn.Sổ nở hậu chính chủ.Liên hệ: Cao Vấn để xem nhà trực tiếp miễn phí.            ",39 m²,4.15 tỷ,,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,24/11/2022,02/12/2022,Tin thường,35945529,batdongsan_com_vn_35945529,4 tầng,,3 m
"['Hà Nội', 'Thanh Xuân', 'Phường Thanh Xuân Bắc']","
Vị trí sát đường ô tô tránh.10 phòng khép kín.Dòng tiền 40 triệu /1 tháng.Sổ đỏ chính chủ.Lh: 0789 164 ***Miễn trung gian.            ",55 m²,5.5 tỷ,,,,,,,27/11/2022,04/12/2022,Tin thường,35962719,batdongsan_com_vn_35962719,,,
"['Hà Nội', 'Thanh Xuân', 'Dự án Star Tower 283 Khương Trung']","
Diện tích: 97.7 m²(thông thuỷ 92.2 m²), căn góc. Ban công đông nam view thoáng mát.- Thiết kế: 3 phòng ngủ, 1 phòng khách, 2 nhà tắm, bếp, phòng ăn.- Full nội thất đồ gắn tường (giường tủ, điều hoà, nóng lạnh, bếp, sofa, bàn ăn... ).- Giá bán 3.7 tỷ.- Vị trí đẹp, nằm ngay ngã tư sở. Tiện ích hoàn chỉnh (nhà trẻ, trường học, chợ dưới sân, siêu thị Vinmart, K - Mart, bvien Bưu Điện... ).- Vị trí trung tâm, thuận tiện giao thông đi lại. Nhà có slot để xe trong hầm.LH; 0904 250 *** ",97.7 m²,3.7 tỷ,,,3 phòng,2 phòng,,"Full nội thất đồ gắn tường (giường tủ, điều hoà, nóng lạnh, bếp, sofa, bàn ăn... ).",27/11/2022,04/12/2022,Tin thường,34843413,batdongsan_com_vn_34843413,,,
"['Hà Nội', 'Thanh Xuân', 'Phường Nhân Chính', 'Đường Khuất Duy Tiến']","
Nhà mặt phố vỉa hè rộng, kinh doanh, diện tích 75m², 9 tầng thang máy, có hầm, 40 tỷ, nhà giao thông thuận tiện với nhiều tuyến phố Phạm Hùng, Nguyễn Trãi, Nguyễn Xiển, Lê Văn Lương, Tố Hữu, Trần Duy Hưng, Đại Lộ Thăng Long, Ngụy Như Kon Tum, Vũ Hữu, Hoàng Ngân, Nguyễn Huy Tưởng,... Đi bộ 1 phút sang Công viên hồ điều hòa Nhân Chính, 5 phút đến Big C Thăng Long, Vincom Center Trần Duy Hưng, Trung Tâm Hội Nghị Quốc Gia, Bảo Tàng Hà Nội, Trường ĐH Phòng Cháy Chữa Cháy, Cục Cảnh sát PCCC và CNCH, văn phòng công chứng Thanh Xuân,... Sổ đỏ chính chủ, liên hệ Quang Huy (không tiếp MG, trung gian).            ",75 m²,40 tỷ,,,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,18/11/2022,28/11/2022,Tin thường,35599327,batdongsan_com_vn_35599327,9 tầng,,
"['Hà Nội', 'Cầu Giấy', 'Phường Mai Dịch']","
Chính chủ cần bán gấp mảnh đất hiếm có một không hai tại Cầu Giấy, Hà Nội.Phù hợp xây tòa văn phòng phức hợp, bệnh viện, dịch vụ du lịch, nhà hàng...Giấy phép xây tòa nhà 23 tầng.Liên hệ Mr Hà: 0915 136 *** ",2800 m²,240 tỷ,,,,,Sổ đỏ/ Sổ hồng,,23/11/2022,30/11/2022,Tin thường,35925639,batdongsan_com_vn_35925639,,,
"['Hà Nội', 'Đống Đa', 'Phường Ô Chợ Dừa', 'Phố Hào Nam']","
- Bán nhà phố Hào Nam, Đống Đa, diện tích 38m², giá chào bán chỉ 3.8 tỷ, khu vực cực kỳ sầm uất, nằm trên mặt ngõ thông có thể kinh doanh nhỏ, nhà gần phố, cách Học Viện Âm Nhạc chỉ vài trăm mét rất thuận tiện cho gia đình có con e theo học tại đây, đi các tuyến đường thuận tiện, dân trí cao, hàng xóm thân thiện.- Nhà thiết kế 3 tầng.+ Tầng 1: Phòng khách, bếp, vs.+ Tầng 2: 2 phòng ngủ, vs giữa.+ Tầng 3: 1 ngủ, 1 thờ, sân phơi.- Sổ đỏ chính chủ nở hậu SSGD.            ",38 m²,3.8 tỷ,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,24/11/2022,01/12/2022,Tin thường,35936374,batdongsan_com_vn_35936374,3 tầng,3.2 m,2.2 m
"['Hà Nội', 'Hoài Đức', 'Xã Vân Canh', 'Đường Vành Đai 3.5']","
Ảnh thật 100%. Nhà nằm ngay nút giao Vành Đai 3.5 và đường Vân Canh.- Chính chủ Mr. Tú 0842 131 ***- Đường trước mặt rộng 5m, ô tô con tránh nhau.- Vị trí vàng trong xã Vân Canh, giao thông cực kỳ tiện lợi, rất gần Vành Đai 3.5 và Trịnh Văn Bô kéo dài.- Cách hồ điều hòa UBND xã Vân Canh chỉ 5p đi bộ.- Cách Mỹ Đình chỉ 15p đi xe.- Diện tích sổ đỏ: 39,5m² (thực tế sử dụng 40m²).- Mặt tiền: 3.5m.- Hướng Tây Bắc (hướng mang đến nhiều tài lộc cho người làm ăn kinh doanh).- Nhà xây 4 tầng còn rất mới (mới 95%), do vấn đề tài chính khó khăn nên gia đình cần bán nhanh cho những khách hàng có xe ô tô.- Full nội thất cho khách về ở luôn: 1 tivi và bàn ghế phòng khách, 2 chiếc điều hòa Panasonic, 3 bộ giường chiếu, 2 tủ quần áo, 1 máy giặt AQua cửa ngang 9kg, giàn phơi thông minh, rèm cửa các phòng, thiết bị vệ sinh đầy đủ...- Thiết kế như sau:+ Tầng 1: Chỗ để xe, gian phòng khách, bếp.+ Tầng 2 và 3: Mỗi tầng 2 phòng ngủ (tổng 4 phòng ngủ đều rộng thoáng, có cửa sổ phòng).+ Tầng 4: Phòng thờ rất rộng (khách mua có thể chuyển đổi thành phòng ngủ thứ 5) và sân phơi thoáng ánh nắng. Có cả giàn phơi thông minh sử dụng mỗi khi trời mưa gió hoặc trời nồm ẩm (xem ảnh).- Nhà sổ đỏ chính chủ, pháp lý chuẩn miễn bàn.- Giá mong muốn: 4,25 tỷ (có thương lượng thoải mái nếu khách đặt cọc sớm vì tôi đang cần tiền làm ăn).- Bao mọi chi phí công chứng, sang tên sổ đỏ, khách chỉ việc dọn về ở.- Có hỗ trợ cả vay ngân hàng nhé.- Liên hệ chính chủ: Mr. Tú 0842 131 *** ",39.5 m²,4.25 tỷ,Tây - Bắc,Tây - Bắc,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,"Tivi, điều hòa, nóng lạnh, giường tủ, bàn phấn...",26/11/2022,03/12/2022,Tin thường,35744926,batdongsan_com_vn_35744926,4 tầng,3.5 m,5 m
"['Hà Nội', 'Long Biên', 'Phường Việt Hưng', 'Đường Tulip 1', 'Dự án Vinhomes The Harmony']","
Gia đình không có nhu cầu hoàn thiện về ở. Nên bán lại căn đơn lập Tulip 1 - Vinhomes The Harmony.- DT đất: 400m².- XD: 150m²/sàn 3 tâng + 1 tàng áp mái.- Vị trí nội khu, view hồ điều hòa.- Đường trước nhà rộng thông không phải quay xe, có chỗ đỗ xe 2 bên.- Sổ đỏ đầy đủ.- Do nhu cầu công việc nên tôi cần bán lại, không vì mục đích thương mại.- Giá bán lại: 82 tỷ.- Khách quan tâm liên hệ tôi: 0906 252 *** hoặc để lại tin nhắn tôi sẽ gọi lại.Xin cảm ơn!            ",400 m²,82 tỷ,,,,,Sổ đỏ.,,25/11/2022,02/12/2022,Tin thường,32257278,batdongsan_com_vn_32257278,,,
"['Hà Nội', 'Long Biên', 'Đường Hoa Sữa', 'Dự án Vinhomes The Harmony']","
Gia đình chuyển đổi chỗ ở để tiện công việc. Nên muốn nhượng lại căn biệt thự Hoa Sữa KDT Vinhomes Riverside.- DT đất: 300m².- Hoàn thiện full nội thất về ở ngay.- Xây; 120m/ sàn 3 tầng + 1 tầng hầm.- Sân vườn cực rộng, sau có sông rộng liền nhà. View vườn hoa trước nhà.- Sổ đỏ đầy đủ.- Giá bán mong muốn: 58 tỷ.Khách quan tâm nhà liên hệ ngay 0906 252 ***Cảm ơn đã xem tin.            ",300 m²,58 tỷ,,,,,Sổ đỏ.,,25/11/2022,02/12/2022,Tin thường,35613175,batdongsan_com_vn_35613175,,,
"['Hà Nội', 'Long Biên', 'Phường Long Biên', 'Đường Cổ Linh']","
Tôi không sử dụng cần bán gấp nhà mặt phố Đàm Quang Trung, Cổ Linh, Long Biên, gần Aeon Mall. Tuyến phố giao thương huyết mạch, kinh doanh đông đúc.- Nhà 79m², ba mặt đường, mặt tiền miên man, thoáng sáng vĩnh viễn.- Hiện trạng nhà c4, bán đất, vỉa hè rộng, tiện kinh doanh.- Phù hợp cho khách xây mới tòa nhà 7 tầng làm trụ sở công ty, cho thuê VP, Phòng khám, Coffee...- Tôi cần bán nhanh, giá 10.8 tỷ có bớt cho khách thiện chí.Chi tiết liên hệ Thanh Hải 0989 212 ***. Miễn trung gian và quảng cáo.            ",79 m²,10.8 tỷ,,,,,Sổ đỏ/ Sổ hồng,,27/11/2022,04/12/2022,Tin thường,34929805,batdongsan_com_vn_34929805,1 tầng,6.1 m,40 m
